date,open,high,low,close,volume
2018-03-28 17:00:00+00:00,1.28921,1.29313,1.28917,1.29272,21142
2018-03-28 21:00:00+00:00,1.29237,1.29299,1.29154,1.29217,6190
2018-03-29 01:00:00+00:00,1.29218,1.29326,1.29133,1.2918,7283
2018-03-29 05:00:00+00:00,1.2918,1.29269,1.29087,1.29168,12587
2018-03-29 09:00:00+00:00,1.29168,1.29491,1.28903,1.29129,17911
2018-03-29 13:00:00+00:00,1.2913,1.29229,1.28617,1.29027,28294
2018-03-29 17:00:00+00:00,1.29029,1.2903,1.2872,1.28875,13823
2018-03-29 21:00:00+00:00,1.28851,1.28977,1.28845,1.28912,3185
2018-03-30 01:00:00+00:00,1.28912,1.28979,1.28865,1.28891,3698
2018-03-30 05:00:00+00:00,1.28892,1.28963,1.28624,1.28688,8928
2018-03-30 09:00:00+00:00,1.28687,1.28958,1.28672,1.28883,24350
2018-03-30 13:00:00+00:00,1.28883,1.2902,1.28868,1.28914,5089
2018-03-30 17:00:00+00:00,1.28913,1.29093,1.28872,1.29031,4654
2018-04-01 21:00:00+00:00,1.2901,1.2907,1.28849,1.28895,5080
2018-04-02 01:00:00+00:00,1.28893,1.28958,1.28795,1.28946,5709
2018-04-02 05:00:00+00:00,1.28947,1.28985,1.28763,1.28817,5281
2018-04-02 09:00:00+00:00,1.28816,1.28845,1.28642,1.28782,6527
2018-04-02 13:00:00+00:00,1.28783,1.29316,1.28707,1.29153,21695
2018-04-02 17:00:00+00:00,1.29153,1.29458,1.29064,1.2914,20248
2018-04-02 21:00:00+00:00,1.29186,1.29245,1.29029,1.29072,7421
2018-04-03 01:00:00+00:00,1.29072,1.29095,1.28867,1.28876,6446
2018-04-03 05:00:00+00:00,1.28876,1.28939,1.28677,1.28705,13351
2018-04-03 09:00:00+00:00,1.28705,1.2887,1.28296,1.28322,14876
2018-04-03 13:00:00+00:00,1.28317,1.28558,1.27827,1.27929,28916
2018-04-03 17:00:00+00:00,1.27929,1.28207,1.27834,1.28075,14718
2018-04-03 21:00:00+00:00,1.28101,1.28136,1.27941,1.27943,4104
2018-04-04 01:00:00+00:00,1.27945,1.27971,1.27757,1.27832,6921
2018-04-04 05:00:00+00:00,1.27838,1.2831,1.27808,1.28175,18392
2018-04-04 09:00:00+00:00,1.28176,1.28438,1.28176,1.28361,18199
2018-04-04 13:00:00+00:00,1.28361,1.28491,1.27907,1.27949,32644
2018-04-04 17:00:00+00:00,1.27949,1.28119,1.27582,1.27704,17590
2018-04-04 21:00:00+00:00,1.27758,1.27793,1.27464,1.27595,12980
2018-04-05 01:00:00+00:00,1.27595,1.27735,1.27582,1.27719,5869
2018-04-05 05:00:00+00:00,1.27722,1.27817,1.27586,1.27778,11715
2018-04-05 09:00:00+00:00,1.27779,1.28051,1.27651,1.2799,15350
2018-04-05 13:00:00+00:00,1.2799,1.28074,1.2767,1.27757,25260
2018-04-05 17:00:00+00:00,1.27758,1.27766,1.27459,1.27532,13431
2018-04-05 21:00:00+00:00,1.27523,1.27843,1.27493,1.27676,8971
2018-04-06 01:00:00+00:00,1.27674,1.27687,1.27539,1.27655,8286
2018-04-06 05:00:00+00:00,1.27655,1.27922,1.27652,1.27805,12308
2018-04-06 09:00:00+00:00,1.27808,1.27967,1.27366,1.27427,20663
2018-04-06 13:00:00+00:00,1.27428,1.27858,1.27339,1.27535,30964
2018-04-06 17:00:00+00:00,1.27536,1.27887,1.27533,1.27846,20920
2018-04-08 21:00:00+00:00,1.27748,1.2788,1.27651,1.27684,8619
2018-04-09 01:00:00+00:00,1.27683,1.27791,1.27672,1.27723,6576
2018-04-09 05:00:00+00:00,1.27723,1.27993,1.27656,1.2799,15006
2018-04-09 09:00:00+00:00,1.27989,1.28207,1.27787,1.27926,13717
2018-04-09 13:00:00+00:00,1.27927,1.27942,1.26889,1.27076,24125
2018-04-09 17:00:00+00:00,1.27076,1.27179,1.26972,1.2699,12382
2018-04-09 21:00:00+00:00,1.27034,1.27123,1.27007,1.27061,8257
2018-04-10 01:00:00+00:00,1.27059,1.2707,1.26751,1.26863,8300
2018-04-10 05:00:00+00:00,1.26859,1.27013,1.26769,1.26889,13148
2018-04-10 09:00:00+00:00,1.26894,1.26963,1.26515,1.26615,15766
2018-04-10 13:00:00+00:00,1.26617,1.26716,1.26001,1.26155,22614
2018-04-10 17:00:00+00:00,1.26152,1.26174,1.25891,1.26015,12350
2018-04-10 21:00:00+00:00,1.26059,1.26125,1.25916,1.25975,6396
2018-04-11 01:00:00+00:00,1.25975,1.26077,1.25951,1.26036,5062
2018-04-11 05:00:00+00:00,1.26038,1.26205,1.25982,1.26115,9721
2018-04-11 09:00:00+00:00,1.26111,1.26241,1.26009,1.26195,14359
2018-04-11 13:00:00+00:00,1.26195,1.26234,1.25456,1.2574,22405
2018-04-11 17:00:00+00:00,1.25734,1.26028,1.25638,1.25833,14426
2018-04-11 21:00:00+00:00,1.25799,1.25874,1.2563,1.25674,4160
2018-04-12 01:00:00+00:00,1.25676,1.25932,1.25654,1.25925,6601
2018-04-12 05:00:00+00:00,1.25926,1.26127,1.25833,1.26123,11467
2018-04-12 09:00:00+00:00,1.26124,1.2616,1.25748,1.26072,18781
2018-04-12 13:00:00+00:00,1.26074,1.26236,1.25804,1.25877,26158
2018-04-12 17:00:00+00:00,1.25879,1.26004,1.25826,1.25907,9120
2018-04-12 21:00:00+00:00,1.25962,1.25962,1.25825,1.25902,3792
2018-04-13 01:00:00+00:00,1.25897,1.25946,1.25855,1.25872,5383
2018-04-13 05:00:00+00:00,1.25873,1.25899,1.2561,1.25678,13012
2018-04-13 09:00:00+00:00,1.25678,1.25746,1.25527,1.25722,11639
2018-04-13 13:00:00+00:00,1.25722,1.26163,1.25681,1.26045,16928
2018-04-13 17:00:00+00:00,1.26043,1.26214,1.25999,1.26212,11069
2018-04-15 21:00:00+00:00,1.26021,1.26106,1.25951,1.2604,6024
2018-04-16 01:00:00+00:00,1.26042,1.26154,1.26006,1.26148,5005
2018-04-16 05:00:00+00:00,1.26145,1.26241,1.26012,1.26184,10350
2018-04-16 09:00:00+00:00,1.2619,1.26199,1.25883,1.25907,11818
2018-04-16 13:00:00+00:00,1.25907,1.25943,1.25716,1.25758,16159
2018-04-16 17:00:00+00:00,1.25759,1.25801,1.25649,1.25702,5474
2018-04-16 21:00:00+00:00,1.2573,1.25732,1.256,1.25652,3315
2018-04-17 01:00:00+00:00,1.25652,1.25776,1.25607,1.25745,4873
2018-04-17 05:00:00+00:00,1.25746,1.25759,1.25548,1.25708,10296
2018-04-17 09:00:00+00:00,1.25706,1.25808,1.25502,1.25786,13375
2018-04-17 13:00:00+00:00,1.25788,1.25804,1.25302,1.25342,18767
2018-04-17 17:00:00+00:00,1.25339,1.2558,1.25287,1.25529,9024
2018-04-17 21:00:00+00:00,1.25539,1.25725,1.25503,1.25675,4350
2018-04-18 01:00:00+00:00,1.25676,1.25747,1.25667,1.25714,4147
2018-04-18 05:00:00+00:00,1.25714,1.25973,1.25664,1.25901,13391
2018-04-18 09:00:00+00:00,1.25902,1.25984,1.25609,1.25657,11517
2018-04-18 13:00:00+00:00,1.25659,1.26612,1.25495,1.26462,41425
2018-04-18 17:00:00+00:00,1.26461,1.26602,1.26209,1.26307,11706
2018-04-18 21:00:00+00:00,1.26354,1.26365,1.26244,1.26363,4295
2018-04-19 01:00:00+00:00,1.26362,1.26462,1.26175,1.26225,6459
2018-04-19 05:00:00+00:00,1.26227,1.26298,1.26065,1.26223,13139
2018-04-19 09:00:00+00:00,1.26222,1.26273,1.25867,1.2596,19184
2018-04-19 13:00:00+00:00,1.2596,1.26484,1.25943,1.26456,22506
2018-04-19 17:00:00+00:00,1.26457,1.26775,1.26454,1.26736,15185
2018-04-19 21:00:00+00:00,1.26753,1.2676,1.26598,1.26655,5761
2018-04-20 01:00:00+00:00,1.26658,1.26735,1.26568,1.26688,6277
2018-04-20 05:00:00+00:00,1.26688,1.26809,1.26612,1.26709,12119
2018-04-20 09:00:00+00:00,1.26711,1.27184,1.26338,1.27176,21166
2018-04-20 13:00:00+00:00,1.27178,1.27497,1.27076,1.27396,26450
2018-04-20 17:00:00+00:00,1.27402,1.27749,1.27294,1.27703,13478
2018-04-22 21:00:00+00:00,1.27572,1.27722,1.27545,1.27614,6765
2018-04-23 01:00:00+00:00,1.27615,1.27646,1.27527,1.27548,4702
2018-04-23 05:00:00+00:00,1.27548,1.27891,1.27512,1.27888,11598
2018-04-23 09:00:00+00:00,1.27883,1.2812,1.27754,1.28082,14422
2018-04-23 13:00:00+00:00,1.28082,1.28509,1.28064,1.28404,20276
2018-04-23 17:00:00+00:00,1.28406,1.28592,1.28331,1.28499,10969
2018-04-23 21:00:00+00:00,1.28492,1.28532,1.28434,1.28485,4199
2018-04-24 01:00:00+00:00,1.28491,1.28632,1.28332,1.28415,8857
2018-04-24 05:00:00+00:00,1.28416,1.28516,1.28274,1.28286,11499
2018-04-24 09:00:00+00:00,1.28287,1.28502,1.28145,1.28458,13169
2018-04-24 13:00:00+00:00,1.28461,1.28543,1.28135,1.28294,24294
2018-04-24 17:00:00+00:00,1.28293,1.28353,1.28175,1.28351,11859
2018-04-24 21:00:00+00:00,1.28321,1.28336,1.28219,1.28247,4393
2018-04-25 01:00:00+00:00,1.28248,1.28489,1.28233,1.28472,6112
2018-04-25 05:00:00+00:00,1.28473,1.28682,1.28439,1.28585,12838
2018-04-25 09:00:00+00:00,1.28584,1.28983,1.2852,1.28867,16095
2018-04-25 13:00:00+00:00,1.28861,1.28985,1.28633,1.287,23097
2018-04-25 17:00:00+00:00,1.287,1.28738,1.28329,1.28487,12308
2018-04-25 21:00:00+00:00,1.28482,1.28788,1.2831,1.28367,6480
2018-04-26 01:00:00+00:00,1.28366,1.28441,1.2831,1.28391,5953
2018-04-26 05:00:00+00:00,1.28384,1.28586,1.28296,1.28541,13507
2018-04-26 09:00:00+00:00,1.28542,1.28575,1.28226,1.28309,22036
2018-04-26 13:00:00+00:00,1.28311,1.28837,1.28291,1.2864,29888
2018-04-26 17:00:00+00:00,1.2864,1.28862,1.28606,1.28744,10896
2018-04-26 21:00:00+00:00,1.28732,1.2883,1.28701,1.28773,4583
2018-04-27 01:00:00+00:00,1.28773,1.28844,1.28669,1.28717,5165
2018-04-27 05:00:00+00:00,1.28715,1.29017,1.28708,1.28941,9632
2018-04-27 09:00:00+00:00,1.28942,1.28942,1.28623,1.287,14686
2018-04-27 13:00:00+00:00,1.28701,1.28773,1.28496,1.28555,19817
2018-04-27 17:00:00+00:00,1.28555,1.28626,1.28269,1.28373,10438
2018-04-29 21:00:00+00:00,1.28438,1.28473,1.28336,1.28372,7667
2018-04-30 01:00:00+00:00,1.28372,1.28526,1.28354,1.28449,5670
2018-04-30 05:00:00+00:00,1.28456,1.28622,1.28386,1.28591,12503
2018-04-30 09:00:00+00:00,1.2859,1.28756,1.28474,1.28562,11935
2018-04-30 13:00:00+00:00,1.28561,1.28632,1.28063,1.28264,22094
2018-04-30 17:00:00+00:00,1.28267,1.28471,1.28162,1.28456,12071
2018-04-30 21:00:00+00:00,1.28443,1.28476,1.28295,1.28325,5517
2018-05-01 01:00:00+00:00,1.28323,1.2839,1.28215,1.2823,4227
2018-05-01 05:00:00+00:00,1.2823,1.28634,1.2823,1.2863,9057
2018-05-01 09:00:00+00:00,1.2863,1.28806,1.28332,1.28442,13850
2018-05-01 13:00:00+00:00,1.28445,1.29154,1.28364,1.28558,29416
2018-05-01 17:00:00+00:00,1.28559,1.28874,1.28338,1.28544,21663
2018-05-01 21:00:00+00:00,1.28504,1.28591,1.2841,1.2856,5434
2018-05-02 01:00:00+00:00,1.28562,1.28563,1.2825,1.28305,5187
2018-05-02 05:00:00+00:00,1.28305,1.28415,1.28041,1.2823,15691
2018-05-02 09:00:00+00:00,1.28233,1.28484,1.28198,1.28355,15291
2018-05-02 13:00:00+00:00,1.28356,1.28841,1.28334,1.28571,27907
2018-05-02 17:00:00+00:00,1.28571,1.28896,1.28113,1.28865,34791
2018-05-02 21:00:00+00:00,1.28803,1.28879,1.28697,1.28698,5811
2018-05-03 01:00:00+00:00,1.28698,1.28737,1.28459,1.28474,8101
2018-05-03 05:00:00+00:00,1.28475,1.28658,1.28357,1.28443,15080
2018-05-03 09:00:00+00:00,1.28443,1.28766,1.28178,1.28723,22108
2018-05-03 13:00:00+00:00,1.28727,1.29103,1.28455,1.28504,31533
2018-05-03 17:00:00+00:00,1.28504,1.28664,1.28423,1.28492,16535
2018-05-03 21:00:00+00:00,1.28557,1.28596,1.28466,1.28483,4074
2018-05-04 01:00:00+00:00,1.28483,1.28495,1.28376,1.28466,4428
2018-05-04 05:00:00+00:00,1.28467,1.28768,1.28442,1.28767,9153
2018-05-04 09:00:00+00:00,1.28773,1.28833,1.28448,1.28668,18010
2018-05-04 13:00:00+00:00,1.28668,1.29189,1.2841,1.28463,33713
2018-05-04 17:00:00+00:00,1.28463,1.2866,1.28405,1.28494,9743
2018-05-06 21:00:00+00:00,1.28498,1.28609,1.28491,1.28551,5381
2018-05-07 01:00:00+00:00,1.28551,1.28588,1.28406,1.28557,5849
2018-05-07 05:00:00+00:00,1.28558,1.28744,1.28551,1.28687,9861
2018-05-07 09:00:00+00:00,1.28687,1.28919,1.28676,1.2872,10369
2018-05-07 13:00:00+00:00,1.28723,1.28779,1.28425,1.28499,18167
2018-05-07 17:00:00+00:00,1.28498,1.29014,1.28446,1.28826,12243
2018-05-07 21:00:00+00:00,1.28876,1.28917,1.2877,1.28788,6561
2018-05-08 01:00:00+00:00,1.28782,1.29149,1.28773,1.29117,7106
2018-05-08 05:00:00+00:00,1.29122,1.29863,1.28943,1.29729,18216
2018-05-08 09:00:00+00:00,1.29732,1.29846,1.29554,1.29658,16174
2018-05-08 13:00:00+00:00,1.29659,1.29983,1.29416,1.29601,33601
2018-05-08 17:00:00+00:00,1.29601,1.29756,1.2946,1.2953,21410
2018-05-08 21:00:00+00:00,1.29523,1.2967,1.29465,1.29666,5998
2018-05-09 01:00:00+00:00,1.29668,1.29698,1.29488,1.2952,6971
2018-05-09 05:00:00+00:00,1.29517,1.29755,1.29392,1.29397,13696
2018-05-09 09:00:00+00:00,1.29396,1.29436,1.2871,1.28775,20151
2018-05-09 13:00:00+00:00,1.28774,1.29009,1.28339,1.28497,26136
2018-05-09 17:00:00+00:00,1.28499,1.28592,1.28261,1.28552,10875
2018-05-09 21:00:00+00:00,1.28556,1.2871,1.28407,1.28485,7066
2018-05-10 01:00:00+00:00,1.28484,1.28505,1.2823,1.2824,8076
2018-05-10 05:00:00+00:00,1.28239,1.28425,1.27757,1.27855,19276
2018-05-10 09:00:00+00:00,1.27856,1.27997,1.27434,1.2769,28631
2018-05-10 13:00:00+00:00,1.2769,1.28151,1.27594,1.27776,35945
2018-05-10 17:00:00+00:00,1.27774,1.27809,1.27562,1.27684,12759
2018-05-10 21:00:00+00:00,1.27748,1.27781,1.27609,1.27621,5568
2018-05-11 01:00:00+00:00,1.2762,1.27729,1.27605,1.27666,5050
2018-05-11 05:00:00+00:00,1.27661,1.27711,1.27526,1.27556,13255
2018-05-11 09:00:00+00:00,1.27556,1.27869,1.27298,1.27631,17714
2018-05-11 13:00:00+00:00,1.27633,1.28005,1.27617,1.27782,26527
2018-05-11 17:00:00+00:00,1.27782,1.28045,1.27766,1.28035,10915
2018-05-13 21:00:00+00:00,1.27912,1.28003,1.27744,1.27744,4775
2018-05-14 01:00:00+00:00,1.27738,1.27907,1.27709,1.27859,4634
2018-05-14 05:00:00+00:00,1.2786,1.2793,1.27656,1.27761,12777
2018-05-14 09:00:00+00:00,1.27762,1.27794,1.27538,1.27722,11455
2018-05-14 13:00:00+00:00,1.27718,1.27864,1.27508,1.27713,17931
2018-05-14 17:00:00+00:00,1.27713,1.28149,1.27684,1.28138,10211
2018-05-14 21:00:00+00:00,1.28103,1.28149,1.2795,1.27972,5261
2018-05-15 01:00:00+00:00,1.2797,1.28207,1.2794,1.28186,5248
2018-05-15 05:00:00+00:00,1.28189,1.28283,1.27928,1.28272,12148
2018-05-15 09:00:00+00:00,1.28274,1.2889,1.28068,1.28866,24347
2018-05-15 13:00:00+00:00,1.28868,1.29257,1.28538,1.28616,31504
2018-05-15 17:00:00+00:00,1.28617,1.28791,1.28521,1.28791,18794
2018-05-15 21:00:00+00:00,1.28755,1.28785,1.28628,1.28661,7007
2018-05-16 01:00:00+00:00,1.28662,1.2877,1.28534,1.28613,8440
2018-05-16 05:00:00+00:00,1.28613,1.28685,1.28398,1.28591,16956
2018-05-16 09:00:00+00:00,1.28593,1.2872,1.28478,1.28549,22411
2018-05-16 13:00:00+00:00,1.28547,1.28559,1.27791,1.2799,32683
2018-05-16 17:00:00+00:00,1.2799,1.28001,1.27795,1.27939,13055
2018-05-16 21:00:00+00:00,1.27983,1.27987,1.27805,1.27844,5818
